id,name,numberPlayer,medianAge,leagueId,url
163,KV Mechelen,29,25.7,17,https://www.transfermarkt.es/kv-mechelen/startseite/verein/354/saison_id/2024
164,Sint-Truidense VV,27,25.5,17,https://www.transfermarkt.es/vv-st-truiden/startseite/verein/475/saison_id/2024
165,KV Kortrijk,28,24.8,17,https://www.transfermarkt.es/kv-kortrijk/startseite/verein/601/saison_id/2024
166,FCV Dender EH,29,26.1,17,https://www.transfermarkt.es/fcv-dender-eh/startseite/verein/9010/saison_id/2024
167,Beerschot VA,30,24.5,17,https://www.transfermarkt.es/beerschot-v-a-/startseite/verein/41274/saison_id/2024
168,Zenit de San Petersburgo,28,27.2,19,https://www.transfermarkt.es/zenit-st-petersburg/startseite/verein/964/saison_id/2024
169,FC Spartak de Moscú,25,26.9,19,https://www.transfermarkt.es/spartak-moskau/startseite/verein/232/saison_id/2024
170,FK Krasnodar,20,28.2,19,https://www.transfermarkt.es/fk-krasnodar/startseite/verein/16704/saison_id/2024
171,Dinamo Moscú,26,26.0,19,https://www.transfermarkt.es/dinamo-moskau/startseite/verein/121/saison_id/2024
172,CSKA Moscú,27,25.2,19,https://www.transfermarkt.es/zska-moskau/startseite/verein/2410/saison_id/2024
173,Lokomotiv Moscú,24,25.1,19,https://www.transfermarkt.es/lokomotiv-moskau/startseite/verein/932/saison_id/2024
174,FK Rostov,28,24.9,19,https://www.transfermarkt.es/fk-rostov/startseite/verein/1083/saison_id/2024
175,Rubin Kazan,24,26.7,19,https://www.transfermarkt.es/rubin-kazan/startseite/verein/2698/saison_id/2024
176,Krylya Sovetov Samara,29,27.1,19,https://www.transfermarkt.es/krylya-sovetov-samara/startseite/verein/2696/saison_id/2024
177,Akhmat Grozny,26,28.1,19,https://www.transfermarkt.es/akhmat-grozny/startseite/verein/3725/saison_id/2024
178,Akron Togliatti,25,25.6,19,https://www.transfermarkt.es/akron-togliatti/startseite/verein/71985/saison_id/2024
179,FK Khimki,24,27.5,19,https://www.transfermarkt.es/fk-khimki/startseite/verein/3719/saison_id/2024
180,FK Orenburg,29,24.2,19,https://www.transfermarkt.es/fk-orenburg/startseite/verein/14589/saison_id/2024
181,Dinamo Makhachkala,25,24.6,19,https://www.transfermarkt.es/fk-makhachkala/startseite/verein/75231/saison_id/2024
182,FC Pari Nizhniy Novgorod,25,25.6,19,https://www.transfermarkt.es/fk-nizhny-novgorod/startseite/verein/49702/saison_id/2024
183,Fakel Voronezh,23,28.6,19,https://www.transfermarkt.es/fakel-voronezh/startseite/verein/1124/saison_id/2024
