id,name,numberPlayer,medianAge,leagueId,url
208,Luton Town,30,26.9,2,https://www.transfermarkt.es/luton-town/startseite/verein/1031/saison_id/2024
209,West Bromwich Albion,25,26.9,2,https://www.transfermarkt.es/west-bromwich-albion/startseite/verein/984/saison_id/2024
210,Hull City,30,25.1,2,https://www.transfermarkt.es/hull-city/startseite/verein/3008/saison_id/2024
211,Watford FC,25,25.5,2,https://www.transfermarkt.es/fc-watford/startseite/verein/1010/saison_id/2024
212,Bristol City,27,26.2,2,https://www.transfermarkt.es/bristol-city/startseite/verein/698/saison_id/2024
213,Queens Park Rangers,31,25.4,2,https://www.transfermarkt.es/queens-park-rangers/startseite/verein/1039/saison_id/2024
214,Stoke City,28,26.4,2,https://www.transfermarkt.es/stoke-city/startseite/verein/512/saison_id/2024
215,Cardiff City,31,26.6,2,https://www.transfermarkt.es/cardiff-city/startseite/verein/603/saison_id/2024
216,Blackburn Rovers,25,27.7,2,https://www.transfermarkt.es/blackburn-rovers/startseite/verein/164/saison_id/2024
217,Swansea City,25,27.2,2,https://www.transfermarkt.es/swansea-city/startseite/verein/2288/saison_id/2024
218,Preston North End,27,27.0,2,https://www.transfermarkt.es/preston-north-end/startseite/verein/466/saison_id/2024
219,Millwall FC,32,25.7,2,https://www.transfermarkt.es/fc-millwall/startseite/verein/1028/saison_id/2024
220,Plymouth Argyle,30,25.2,2,https://www.transfermarkt.es/plymouth-argyle/startseite/verein/2262/saison_id/2024
221,Sheffield Wednesday,30,27.7,2,https://www.transfermarkt.es/sheffield-wednesday/startseite/verein/1035/saison_id/2024
222,Oxford United,36,26.9,2,https://www.transfermarkt.es/oxford-united/startseite/verein/988/saison_id/2024
223,Derby County,30,28.6,2,https://www.transfermarkt.es/derby-county/startseite/verein/22/saison_id/2024
224,Portsmouth FC,32,26.2,2,https://www.transfermarkt.es/fc-portsmouth/startseite/verein/1020/saison_id/2024
225,Real Madrid CF,27,26.7,3,https://www.transfermarkt.es/real-madrid/startseite/verein/418/saison_id/2024
226,FC Barcelona,26,25.2,3,https://www.transfermarkt.es/fc-barcelona/startseite/verein/131/saison_id/2024
227,Atlético de Madrid,25,29.2,3,https://www.transfermarkt.es/atletico-madrid/startseite/verein/13/saison_id/2024
228,Athletic Club,24,27.5,3,https://www.transfermarkt.es/athletic-bilbao/startseite/verein/621/saison_id/2024
229,Real Sociedad,26,25.6,3,https://www.transfermarkt.es/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2024
230,Villarreal CF,23,27.8,3,https://www.transfermarkt.es/fc-villarreal/startseite/verein/1050/saison_id/2024
231,Real Betis Balompié,25,28.5,3,https://www.transfermarkt.es/real-betis-sevilla/startseite/verein/150/saison_id/2024
232,Valencia CF,26,26.1,3,https://www.transfermarkt.es/fc-valencia/startseite/verein/1049/saison_id/2024
233,Sevilla FC,25,26.0,3,https://www.transfermarkt.es/fc-sevilla/startseite/verein/368/saison_id/2024
234,Girona FC,26,27.7,3,https://www.transfermarkt.es/fc-girona/startseite/verein/12321/saison_id/2024
235,RCD Espanyol,28,26.3,3,https://www.transfermarkt.es/espanyol-barcelona/startseite/verein/714/saison_id/2024
236,RC Celta de Vigo,25,26.9,3,https://www.transfermarkt.es/celta-vigo/startseite/verein/940/saison_id/2024
237,CA Osasuna,22,28.7,3,https://www.transfermarkt.es/ca-osasuna/startseite/verein/331/saison_id/2024
238,UD Las Palmas,24,28.0,3,https://www.transfermarkt.es/ud-las-palmas/startseite/verein/472/saison_id/2024
239,Getafe CF,25,27.1,3,https://www.transfermarkt.es/fc-getafe/startseite/verein/3709/saison_id/2024
240,RCD Mallorca,25,28.7,3,https://www.transfermarkt.es/rcd-mallorca/startseite/verein/237/saison_id/2024
241,Deportivo Alavés,24,26.9,3,https://www.transfermarkt.es/deportivo-alaves/startseite/verein/1108/saison_id/2024
242,Rayo Vallecano,25,30.1,3,https://www.transfermarkt.es/rayo-vallecano/startseite/verein/367/saison_id/2024
243,CD Leganés,24,28.0,3,https://www.transfermarkt.es/cd-leganes/startseite/verein/1244/saison_id/2024
244,Real Valladolid CF,24,27.3,3,https://www.transfermarkt.es/real-valladolid/startseite/verein/366/saison_id/2024
245,UD Almería,24,26.1,4,https://www.transfermarkt.es/ud-almeria/startseite/verein/3302/saison_id/2024
